timestamp,value
2014-04-01 00:00:00,19.761251902999998
2014-04-01 00:05:00,20.500833287
2014-04-01 00:10:00,19.9616414445
2014-04-01 00:15:00,21.4902660734
2014-04-01 00:20:00,20.1877394098
2014-04-01 00:25:00,19.9231256718
2014-04-01 00:30:00,21.698403961700002
2014-04-01 00:35:00,20.8787583842
2014-04-01 00:40:00,18.4461996294
2014-04-01 00:45:00,18.7108178448
2014-04-01 00:50:00,21.148491451800002
2014-04-01 00:55:00,21.3434052847
2014-04-01 01:00:00,20.1807633164
2014-04-01 01:05:00,20.217820911500002
2014-04-01 01:10:00,20.527731851400002
2014-04-01 01:15:00,19.7564630971
2014-04-01 01:20:00,20.7207964939
2014-04-01 01:25:00,18.4339250303
2014-04-01 01:30:00,21.845116969499998
2014-04-01 01:35:00,21.0006192952
2014-04-01 01:40:00,20.524696816
2014-04-01 01:45:00,19.265288228
2014-04-01 01:50:00,18.6438219498
2014-04-01 01:55:00,19.6373718553
2014-04-01 02:00:00,20.6463069623
2014-04-01 02:05:00,20.534838973699998
2014-04-01 02:10:00,19.530564620299998
2014-04-01 02:15:00,20.4531455753
2014-04-01 02:20:00,21.2549931823
2014-04-01 02:25:00,18.1051390894
2014-04-01 02:30:00,19.8024841917
2014-04-01 02:35:00,21.0342209139
2014-04-01 02:40:00,20.1845778819
2014-04-01 02:45:00,20.6059043517
2014-04-01 02:50:00,20.0667055704
2014-04-01 02:55:00,21.967498178699998
2014-04-01 03:00:00,18.218486146
2014-04-01 03:05:00,19.964179287100002
2014-04-01 03:10:00,18.3656661965
2014-04-01 03:15:00,18.6391422485
2014-04-01 03:20:00,19.5321534017
2014-04-01 03:25:00,18.622160366
2014-04-01 03:30:00,21.854748663800002
2014-04-01 03:35:00,21.7871591069
2014-04-01 03:40:00,19.3444385849
2014-04-01 03:45:00,20.5589908482
2014-04-01 03:50:00,20.1350132824
2014-04-01 03:55:00,21.262347922100002
2014-04-01 04:00:00,20.5097824393
2014-04-01 04:05:00,18.001009818
2014-04-01 04:10:00,21.0526975424
2014-04-01 04:15:00,20.9873924852
2014-04-01 04:20:00,20.0388908223
2014-04-01 04:25:00,21.6116758929
2014-04-01 04:30:00,21.633784822800003
2014-04-01 04:35:00,20.0956467068
2014-04-01 04:40:00,20.4319529248
2014-04-01 04:45:00,21.9860882877
2014-04-01 04:50:00,19.1952809392
2014-04-01 04:55:00,19.2984689692
2014-04-01 05:00:00,18.7310956107
2014-04-01 05:05:00,21.583467756599998
2014-04-01 05:10:00,20.9779535598
2014-04-01 05:15:00,18.4225713955
2014-04-01 05:20:00,21.9270694048
2014-04-01 05:25:00,20.9238468326
2014-04-01 05:30:00,21.4020884384
2014-04-01 05:35:00,18.192603156700002
2014-04-01 05:40:00,20.0198436758
2014-04-01 05:45:00,20.7943931469
2014-04-01 05:50:00,20.1717863383
2014-04-01 05:55:00,20.6665898628
2014-04-01 06:00:00,21.2714962544
2014-04-01 06:05:00,19.497348251800002
2014-04-01 06:10:00,21.3946747025
2014-04-01 06:15:00,18.6516644191
2014-04-01 06:20:00,19.0835442201
2014-04-01 06:25:00,18.1733824797
2014-04-01 06:30:00,19.4577072453
2014-04-01 06:35:00,19.5196381793
2014-04-01 06:40:00,21.221082388800003
2014-04-01 06:45:00,20.612522681199998
2014-04-01 06:50:00,19.7468902326
2014-04-01 06:55:00,20.608455914500002
2014-04-01 07:00:00,18.2111334021
2014-04-01 07:05:00,18.7210861441
2014-04-01 07:10:00,20.507791421
2014-04-01 07:15:00,20.5654672769
2014-04-01 07:20:00,21.0965386348
2014-04-01 07:25:00,19.6119990362
2014-04-01 07:30:00,20.8902163865
2014-04-01 07:35:00,20.7359213302
2014-04-01 07:40:00,21.8535735135
2014-04-01 07:45:00,18.8605209057
2014-04-01 07:50:00,20.206718255
2014-04-01 07:55:00,20.407057768399998
2014-04-01 08:00:00,21.994591539699996
2014-04-01 08:05:00,18.804736568699997
2014-04-01 08:10:00,20.0928720799
2014-04-01 08:15:00,19.384741230899998
2014-04-01 08:20:00,20.103571874300002
2014-04-01 08:25:00,18.928514408399998
2014-04-01 08:30:00,18.1904495137
2014-04-01 08:35:00,20.2902618156
2014-04-01 08:40:00,19.3434172634
2014-04-01 08:45:00,18.727765607000002
2014-04-01 08:50:00,19.2957422643
2014-04-01 08:55:00,18.1971208058
2014-04-01 09:00:00,74.1260143836
2014-04-01 09:05:00,69.10361164359999
2014-04-01 09:10:00,72.2808540663
2014-04-01 09:15:00,66.9544074866
2014-04-01 09:20:00,73.4850794789
2014-04-01 09:25:00,67.7731278131
2014-04-01 09:30:00,69.0056563819
2014-04-01 09:35:00,67.88839812890001
2014-04-01 09:40:00,71.1725848238
2014-04-01 09:45:00,68.9065226554
2014-04-01 09:50:00,64.8937453607
2014-04-01 09:55:00,63.179337626000006
2014-04-01 10:00:00,79.2470505155
2014-04-01 10:05:00,77.4320730032
2014-04-01 10:10:00,71.3295428127
2014-04-01 10:15:00,75.9799830691
2014-04-01 10:20:00,77.8293300694
2014-04-01 10:25:00,82.67338298899999
2014-04-01 10:30:00,71.0210883865
2014-04-01 10:35:00,75.2486478048
2014-04-01 10:40:00,82.6076230245
2014-04-01 10:45:00,79.90353942109999
2014-04-01 10:50:00,74.3401531544
2014-04-01 10:55:00,82.9596010938
2014-04-01 11:00:00,79.41334110529999
2014-04-01 11:05:00,79.4937884794
2014-04-01 11:10:00,87.0996450426
2014-04-01 11:15:00,86.6309408675
2014-04-01 11:20:00,77.2701037963
2014-04-01 11:25:00,73.8037704623
2014-04-01 11:30:00,76.7474037102
2014-04-01 11:35:00,72.052805772
2014-04-01 11:40:00,71.8982924702
2014-04-01 11:45:00,77.8583840549
2014-04-01 11:50:00,86.5339792602
2014-04-01 11:55:00,85.426067155
2014-04-01 12:00:00,80.08686564029999
2014-04-01 12:05:00,80.9463697522
